userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
72547598@N00,8754,12,6,6,1,15,1
72547598@N00,8754,30,6,6,2,15,1
72547598@N00,8754,31,6,6,3,15,1
72547598@N00,8754,18,6,6,4,15,1
72547598@N00,8754,23,6,6,5,15,1
72547598@N00,8754,14,6,6,6,15,1
72547598@N00,8754,16,6,6,7,15,1
72547598@N00,8754,27,6,6,8,15,1
72547598@N00,8754,17,6,6,9,15,1
72547598@N00,8754,28,6,6,10,15,1
72547598@N00,8754,29,6,6,11,15,1
72547598@N00,8754,20,6,6,12,15,1
72547598@N00,8754,26,6,6,13,15,1
72547598@N00,8754,3,6,6,14,15,1
72547598@N00,8754,21,6,6,15,15,1
26874770@N06,3293,5,6,6,16,4,1
26874770@N06,3293,24,6,6,17,4,1
26874770@N06,3293,20,6,6,18,4,1
26874770@N06,3293,17,6,6,19,4,1
38964012@N06,5163,17,6,6,20,9,1
38964012@N06,5163,15,6,6,21,9,1
38964012@N06,5163,21,6,6,22,9,1
38964012@N06,5163,25,6,6,23,9,1
38964012@N06,5163,13,6,6,24,9,1
38964012@N06,5163,7,6,6,25,9,1
38964012@N06,5163,29,6,6,26,9,1
38964012@N06,5163,26,6,6,27,9,1
38964012@N06,5163,27,6,6,28,9,1
72269863@N00,8738,17,6,6,29,3,1
72269863@N00,8738,29,6,6,30,3,1
72269863@N00,8738,27,6,6,31,3,1
73802184@N00,8933,17,6,6,32,4,1
73802184@N00,8933,28,6,6,33,4,1
73802184@N00,8933,15,6,6,34,4,1
73802184@N00,8933,27,6,6,35,4,1
97527209@N00,11442,17,6,6,36,3,1
97527209@N00,11442,21,6,6,37,3,1
97527209@N00,11442,27,6,6,38,3,1
22729779@N04,2302,17,6,6,39,12,1
22729779@N04,2302,25,6,6,40,12,1
22729779@N04,2302,21,6,6,41,12,1
22729779@N04,2302,24,6,6,42,12,1
22729779@N04,2302,15,6,6,43,12,1
22729779@N04,2302,22,6,6,44,12,1
22729779@N04,2302,13,6,6,45,12,1
22729779@N04,2302,7,6,6,46,12,1
22729779@N04,2302,26,6,6,47,12,1
22729779@N04,2302,1,6,6,48,12,1
22729779@N04,2302,28,6,6,49,12,1
22729779@N04,2302,27,6,6,50,12,1
40708728@N04,5424,13,6,6,51,5,1
40708728@N04,5424,22,6,6,52,5,1
40708728@N04,5424,4,6,6,53,5,1
40708728@N04,5424,19,6,6,54,5,1
40708728@N04,5424,6,6,6,55,5,1
59646076@N00,7464,13,6,6,56,3,1
59646076@N00,7464,28,6,6,57,3,1
59646076@N00,7464,6,6,6,58,3,1
21897757@N00,2046,15,6,6,59,15,1
21897757@N00,2046,27,6,6,60,15,1
21897757@N00,2046,16,6,6,61,15,1
21897757@N00,2046,6,6,6,62,15,1
21897757@N00,2046,1,6,6,63,15,1
21897757@N00,2046,28,6,6,64,15,1
21897757@N00,2046,26,6,6,65,15,1
21897757@N00,2046,29,6,6,66,15,1
21897757@N00,2046,20,6,6,67,15,1
21897757@N00,2046,22,6,6,68,15,1
21897757@N00,2046,10,6,6,69,15,1
